action_type,combined_shot_type,game_id,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,game_date,matchup,opponent
Jump Shot,Jump Shot,20000124,1,1,0,Jan-00,5,20,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,8,2,0,Jan-00,13,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,6,2,0,Jan-00,27,16,1,2PT Field Goal,Right Side(R),Mid-Range,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,0,2,0,Jan-00,52,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,0,2,0,Jan-00,19,16,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,0,2,0,Jan-00,0,47,0,3PT Field Goal,Back Court(BC),Backcourt,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,8,3,0,Jan-00,52,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,2,3,0,Jan-00,55,19,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,0,3,0,Jan-00,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/16,LAL @ SAC,SAC
Alley Oop Dunk Shot,Dunk,20000124,11,4,0,Jan-00,44,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,9,4,0,Jan-00,18,24,0,3PT Field Goal,Center(C),Above the Break 3,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,5,4,0,Jan-00,43,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,0,4,0,Jan-00,2,24,1,3PT Field Goal,Center(C),Above the Break 3,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,2,5,0,Jan-00,5,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,2,5,0,Jan-00,7,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000124,0,5,0,Jan-00,24,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/16,LAL @ SAC,SAC
Jump Shot,Jump Shot,20000140,10,1,0,Jan-00,5,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,9,1,0,Jan-00,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/18,LAL @ DEN,DEN
Driving Layup Shot,Layup,20000140,8,1,0,Jan-00,15,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,6,1,0,Jan-00,24,17,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/18,LAL @ DEN,DEN
Driving Layup Shot,Layup,20000140,6,1,0,Jan-00,2,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,4,1,0,Jan-00,22,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/18,LAL @ DEN,DEN
Alley Oop Dunk Shot,Dunk,20000140,4,1,0,Jan-00,9,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,0,1,0,Jan-00,18,15,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,11,2,0,Jan-00,19,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,6,2,0,Jan-00,51,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,6,2,0,Jan-00,11,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,0,2,0,Jan-00,21,16,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,11,3,0,Jan-00,17,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,10,3,0,Jan-00,5,17,0,2PT Field Goal,Left Side(L),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,8,3,0,Jan-00,35,16,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,6,3,0,Jan-00,24,15,1,2PT Field Goal,Center(C),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,5,3,0,Jan-00,1,18,1,2PT Field Goal,Left Side(L),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,3,3,0,Jan-00,21,23,1,3PT Field Goal,Right Side(R),Right Corner 3,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,0,3,0,Jan-00,47,22,1,3PT Field Goal,Left Side(L),Left Corner 3,2000/11/18,LAL @ DEN,DEN
Driving Layup Shot,Layup,20000140,11,4,0,Jan-00,10,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/18,LAL @ DEN,DEN
Reverse Dunk Shot,Dunk,20000140,7,4,0,Jan-00,10,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,5,4,0,Jan-00,19,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,3,4,0,Jan-00,38,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,1,4,0,Jan-00,18,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000140,0,4,0,Jan-00,46,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/18,LAL @ DEN,DEN
Jump Shot,Jump Shot,20000147,9,1,0,Jan-00,3,24,0,3PT Field Goal,Center(C),Above the Break 3,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,6,1,0,Jan-00,10,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/19,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,20000147,3,1,0,Jan-00,10,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Layup Shot,Layup,20000147,0,1,0,Jan-00,13,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,20000147,7,2,0,Jan-00,24,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,6,2,0,Jan-00,3,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,0,2,0,Jan-00,44,23,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/19,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,20000147,11,3,0,Jan-00,24,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Layup Shot,Layup,20000147,10,3,0,Jan-00,19,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,9,3,0,Jan-00,45,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,7,3,0,Jan-00,22,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,6,3,0,Jan-00,43,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/19,LAL vs. CHI,CHI
Running Jump Shot,Jump Shot,20000147,4,3,0,Jan-00,55,11,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2000/11/19,LAL vs. CHI,CHI
Driving Layup Shot,Layup,20000147,1,3,0,Jan-00,34,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Driving Dunk Shot,Dunk,20000147,0,3,0,Jan-00,4,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,11,4,0,Jan-00,13,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,10,4,0,Jan-00,52,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/19,LAL vs. CHI,CHI
Driving Layup Shot,Layup,20000147,10,4,0,Jan-00,12,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Layup Shot,Layup,20000147,10,4,0,Jan-00,8,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/19,LAL vs. CHI,CHI
Running Jump Shot,Jump Shot,20000147,2,4,0,Jan-00,20,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,1,4,0,Jan-00,37,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000147,0,4,0,Jan-00,31,21,0,2PT Field Goal,Left Side(L),Mid-Range,2000/11/19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,20000168,10,1,0,Jan-00,5,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,20000168,8,1,0,Jan-00,0,18,0,2PT Field Goal,Center(C),Mid-Range,2000/11/22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,20000168,4,1,0,Jan-00,58,25,0,3PT Field Goal,Center(C),Above the Break 3,2000/11/22,LAL vs. GSW,GSW
Driving Layup Shot,Layup,20000168,2,1,0,Jan-00,36,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Layup Shot,Layup,20000168,2,1,0,Jan-00,20,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Slam Dunk Shot,Dunk,20000168,2,1,0,Jan-00,8,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,20000168,1,1,0,Jan-00,43,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/22,LAL vs. GSW,GSW
Alley Oop Dunk Shot,Dunk,20000168,10,2,0,Jan-00,17,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,20000168,9,2,0,Jan-00,16,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/22,LAL vs. GSW,GSW
Alley Oop Dunk Shot,Dunk,20000168,3,2,0,Jan-00,34,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,20000168,2,2,0,Jan-00,30,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/22,LAL vs. GSW,GSW
Driving Dunk Shot,Dunk,20000168,9,3,0,Jan-00,52,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Driving Layup Shot,Layup,20000168,9,3,0,Jan-00,12,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,20000168,6,3,0,Jan-00,31,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/22,LAL vs. GSW,GSW
Dunk Shot,Dunk,20000168,6,3,0,Jan-00,9,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Turnaround Jump Shot,Jump Shot,20000168,5,3,0,Jan-00,20,16,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/22,LAL vs. GSW,GSW
Layup Shot,Layup,20000168,2,3,0,Jan-00,6,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Driving Layup Shot,Layup,20000168,2,3,0,Jan-00,0,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Layup Shot,Layup,20000168,1,3,0,Jan-00,26,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,20000180,10,1,0,Jan-00,33,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/24,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,20000180,7,1,0,Jan-00,33,10,1,2PT Field Goal,Left Side(L),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,6,1,0,Jan-00,22,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Reverse Layup Shot,Layup,20000180,5,1,0,Jan-00,52,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,3,1,0,Jan-00,56,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,3,1,0,Jan-00,25,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,1,1,0,Jan-00,4,13,1,2PT Field Goal,Left Side(L),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,10,3,0,Jan-00,53,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/24,LAL vs. MIN,MIN
Dunk Shot,Dunk,20000180,9,3,0,Jan-00,45,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,9,3,0,Jan-00,18,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,6,3,0,Jan-00,24,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Layup Shot,Layup,20000180,5,3,0,Jan-00,58,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/24,LAL vs. MIN,MIN
Turnaround Jump Shot,Jump Shot,20000180,3,3,0,Jan-00,12,14,0,2PT Field Goal,Left Side(L),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,2,3,0,Jan-00,42,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,0,3,0,Jan-00,21,17,1,2PT Field Goal,Center(C),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,11,4,0,Jan-00,38,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/24,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,20000180,9,4,0,Jan-00,50,14,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Turnaround Jump Shot,Jump Shot,20000180,9,4,0,Jan-00,36,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,20000180,7,4,0,Jan-00,30,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,20000180,5,4,0,Jan-00,24,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/24,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,20000198,10,1,0,Jan-00,25,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/27,LAL @ LAC,LAC
Driving Layup Shot,Layup,20000198,7,1,0,Jan-00,14,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,6,1,0,Jan-00,17,15,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,5,1,0,Jan-00,44,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2000/11/27,LAL @ LAC,LAC
Alley Oop Dunk Shot,Dunk,20000198,5,1,0,Jan-00,17,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,7,2,0,Jan-00,18,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/27,LAL @ LAC,LAC
Running Jump Shot,Jump Shot,20000198,6,2,0,Jan-00,35,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,2,2,0,Jan-00,38,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/27,LAL @ LAC,LAC
Driving Layup Shot,Layup,20000198,2,2,0,Jan-00,8,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/27,LAL @ LAC,LAC
Layup Shot,Layup,20000198,1,2,0,Jan-00,39,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,0,2,0,Jan-00,36,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,11,3,0,Jan-00,24,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,7,3,0,Jan-00,20,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/27,LAL @ LAC,LAC
Turnaround Jump Shot,Jump Shot,20000198,4,3,0,Jan-00,53,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,3,3,0,Jan-00,42,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/27,LAL @ LAC,LAC
Alley Oop Layup shot,Layup,20000198,2,3,0,Jan-00,15,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/27,LAL @ LAC,LAC
Driving Layup Shot,Layup,20000198,0,3,0,Jan-00,54,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,11,4,0,Jan-00,7,20,1,2PT Field Goal,Right Side(R),Mid-Range,2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000198,10,4,0,Jan-00,39,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/27,LAL @ LAC,LAC
Jump Shot,Jump Shot,20000206,9,1,0,Jan-00,42,24,1,3PT Field Goal,Right Side(R),Right Corner 3,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,5,1,0,Jan-00,0,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,3,1,0,Jan-00,30,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,11,2,0,Jan-00,8,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,8,2,0,Jan-00,40,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/28,LAL vs. IND,IND
Running Jump Shot,Jump Shot,20000206,8,2,0,Jan-00,11,12,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2000/11/28,LAL vs. IND,IND
Turnaround Jump Shot,Jump Shot,20000206,6,2,0,Jan-00,11,15,0,2PT Field Goal,Left Side(L),Mid-Range,2000/11/28,LAL vs. IND,IND
Running Jump Shot,Jump Shot,20000206,5,2,0,Jan-00,47,10,0,2PT Field Goal,Left Side(L),Mid-Range,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,3,2,0,Jan-00,47,18,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/28,LAL vs. IND,IND
Driving Layup Shot,Layup,20000206,2,2,0,Jan-00,54,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/28,LAL vs. IND,IND
Slam Dunk Shot,Dunk,20000206,8,3,0,Jan-00,22,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,7,3,0,Jan-00,22,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,6,3,0,Jan-00,52,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,6,3,0,Jan-00,48,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,4,3,0,Jan-00,58,15,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/28,LAL vs. IND,IND
Driving Layup Shot,Layup,20000206,4,3,0,Jan-00,3,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,3,3,0,Jan-00,18,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,2,3,0,Jan-00,57,9,0,2PT Field Goal,Left Side(L),Mid-Range,2000/11/28,LAL vs. IND,IND
Running Jump Shot,Jump Shot,20000206,2,3,0,Jan-00,19,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/11/28,LAL vs. IND,IND
Running Dunk Shot,Dunk,20000206,1,3,0,Jan-00,15,0,0,2PT Field Goal,Center(C),Restricted Area,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,0,3,0,Jan-00,0,42,0,3PT Field Goal,Back Court(BC),Above the Break 3,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,10,4,0,Jan-00,32,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,10,4,0,Jan-00,6,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000206,9,4,0,Jan-00,23,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2000/11/28,LAL vs. IND,IND
Jump Shot,Jump Shot,20000222,10,1,0,Jan-00,59,13,1,2PT Field Goal,Left Side(L),Mid-Range,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,8,1,0,Jan-00,37,12,0,2PT Field Goal,Left Side(L),Mid-Range,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,7,1,0,Jan-00,10,15,0,2PT Field Goal,Left Side(L),Mid-Range,2000/11/30,LAL @ SEA,SEA
Running Jump Shot,Jump Shot,20000222,0,1,0,Jan-00,48,3,1,2PT Field Goal,Center(C),Restricted Area,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,0,1,0,Jan-00,24,25,0,3PT Field Goal,Center(C),Above the Break 3,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,0,1,0,Jan-00,0,48,0,3PT Field Goal,Back Court(BC),Backcourt,2000/11/30,LAL @ SEA,SEA
Layup Shot,Layup,20000222,11,2,0,Jan-00,48,3,0,2PT Field Goal,Center(C),Restricted Area,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,9,2,0,Jan-00,0,3,0,2PT Field Goal,Center(C),Restricted Area,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,1,2,0,Jan-00,54,3,0,2PT Field Goal,Center(C),Restricted Area,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,0,2,0,Jan-00,28,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,10,3,0,Jan-00,59,13,0,2PT Field Goal,Right Side(R),Mid-Range,2000/11/30,LAL @ SEA,SEA
Slam Dunk Shot,Dunk,20000222,9,3,0,Jan-00,37,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,9,3,0,Jan-00,6,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2000/11/30,LAL @ SEA,SEA
Slam Dunk Shot,Dunk,20000222,7,3,0,Jan-00,2,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000222,3,3,0,Jan-00,45,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2000/11/30,LAL @ SEA,SEA
Driving Layup Shot,Layup,20000222,1,3,0,Jan-00,28,0,1,2PT Field Goal,Center(C),Restricted Area,2000/11/30,LAL @ SEA,SEA
Jump Shot,Jump Shot,20000230,9,1,0,Jan-00,34,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2000/12/1,LAL vs. SAS,SAS
Layup Shot,Layup,20000230,8,1,0,Jan-00,14,0,0,2PT Field Goal,Center(C),Restricted Area,2000/12/1,LAL vs. SAS,SAS
Jump Shot,Jump Shot,20000230,7,1,0,Jan-00,28,18,1,2PT Field Goal,Right Side(R),Mid-Range,2000/12/1,LAL vs. SAS,SAS
Jump Shot,Jump Shot,20000230,6,1,0,Jan-00,35,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2000/12/1,LAL vs. SAS,SAS
Jump Shot,Jump Shot,20000230,5,1,0,Jan-00,30,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2000/12/1,LAL vs. SAS,SAS
Jump Shot,Jump Shot,20000230,4,1,0,Jan-00,50,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2000/12/1,LAL vs. SAS,SAS
Driving Dunk Shot,Dunk,20000230,4,1,0,Jan-00,4,0,1,2PT Field Goal,Center(C),Restricted Area,2000/12/1,LAL vs. SAS,SAS
Jump Shot,Jump Shot,20000230,2,1,0,Jan-00,33,14,0,2PT Field Goal,Center(C),Mid-Range,2000/12/1,LAL vs. SAS,SAS
Jump Shot,Jump Shot,20000230,2,1,0,Jan-00,0,13,0,2PT Field Goal,Right Side(R),Mid-Range,2000/12/1,LAL vs. SAS,SAS
Driving Layup Shot,Layup,20000230,0,1,0,Jan-00,7,0,0,2PT Field Goal,Center(C),Restricted Area,2000/12/1,LAL vs. SAS,SAS
Jump Shot,Jump Shot,20000230,4,2,0,Jan-00,40,17,0,2PT Field Goal,Left Side(L),Mid-Range,2000/12/1,LAL vs. SAS,SAS
